entry_time,exit_time,side,entry_price,exit_price,size,pnl,return,holding_days,fees
2020-01-05 07:00:00,2020-01-08 17:00:00,long,136.29,138.84,198.10697776799472,441.9759761820599,0.016369480599335552,3.4166666666666665,63.196817126328874
2020-01-08 17:00:00,2020-01-08 23:00:00,short,138.84,140.47,116.81565612158582,-243.90315373084212,-0.015038404362949346,0.25,53.493634252657756
2020-01-09 01:00:00,2020-01-10 16:00:00,short,140.91,141.17,176.44799383327342,-114.3631294961682,-0.004599678649298997,1.625,68.48665109951872
2020-01-10 16:00:00,2020-01-13 16:00:00,long,141.17,143.25,186.7939744802163,318.6890391096405,0.012085422819441428,3.0,69.84242780921174
2020-01-13 21:00:00,2020-01-19 12:00:00,long,144.15,165.33,187.30489073881373,3906.1334310706766,0.1446716085581732,5.625,60.984154777399446
2020-01-19 12:00:00,2020-01-21 16:00:00,short,165.33,167.45,83.22852461675603,-225.5127817423197,-0.01638880547088153,2.1666666666666665,49.0683095547989
2020-01-21 20:00:00,2020-01-22 02:00:00,short,168.3,168.01,160.427807486631,-26.375935828873722,-0.0009768865121805082,0.25,72.89999999999999
2020-01-22 02:00:00,2020-01-22 09:00:00,long,168.01,168.67,160.70471995714541,33.16511517171543,0.0012283375989524232,0.2916666666666667,72.89999999999999
2020-01-22 10:00:00,2020-01-22 16:00:00,long,168.11,167.98,51.19702686071433,-22.14773142589252,-0.002573303194337183,0.25,15.492117933998435
2020-01-23 02:00:00,2020-01-26 11:00:00,short,165.22,162.88,163.41847233991044,333.799225275391,0.012362934269458925,3.375,48.599999999999994
2020-01-26 12:00:00,2020-02-04 03:00:00,long,163.33,187.81,165.30949611216553,3998.176464825811,0.14808060980836338,8.625,48.599999999999994
2020-02-04 04:00:00,2020-02-04 10:00:00,long,187.14,185.19,49.66683427640566,-137.8806992986663,-0.014834413240696535,0.25,41.0303724596758
2020-02-04 10:00:00,2020-02-04 16:00:00,short,185.19,188.86,145.79620929855824,-592.0372743555489,-0.021927306457612924,0.25,56.9651862298379
2020-02-05 00:00:00,2020-02-10 06:00:00,long,189.05,223.05,142.81935995768313,4785.12896740792,0.17722699879288595,5.25,70.72927115330668
2020-02-10 06:00:00,2020-02-10 15:00:00,short,223.05,223.65,110.23572768092198,-134.69997891516596,-0.005478263616718098,0.375,68.55854230661338
2020-02-10 17:00:00,2020-02-10 23:00:00,short,222.83,223.19,76.84491643222961,-58.486204827070225,-0.0034155813849121985,0.25,30.822034911468702
2020-02-11 01:00:00,2020-02-11 13:00:00,short,220.52,223.65,23.025265612913586,-81.20863819974689,-0.015993723925267527,0.5,9.139556831327466
2020-02-11 15:00:00,2020-02-11 21:00:00,short,229.53,237.38,117.6316821330545,-990.2586731740398,-0.03667624715459407,0.25,66.8499684295627
2020-02-11 21:00:00,2020-02-14 02:00:00,long,237.38,267.96,85.42313042174612,2551.4393914378697,0.12582462600726305,2.2083333333333335,60.799936859125374
2020-02-14 06:00:00,2020-02-15 18:00:00,long,264.28,268.27,21.156657991599182,60.77053725355096,0.010868802876235798,1.5,23.64452813292997
2020-02-15 18:00:00,2020-02-16 00:00:00,short,268.27,265.51,56.24607588413943,123.04657342421791,0.008154647382976683,0.25,32.1925960160064
2020-02-16 01:00:00,2020-02-16 07:00:00,short,267.48,270.39,56.965918090351764,-193.19786043037493,-0.012679318079856318,0.25,27.427038787453125
2020-02-16 10:00:00,2020-02-18 00:00:00,short,266.75,265.0,53.93079084837854,56.19869943137489,0.003906474989087664,1.5833333333333333,38.18018455328756
2020-02-18 00:00:00,2020-02-18 10:00:00,long,265.0,267.21,51.510756089889334,76.32070569085269,0.005591116979175534,0.4166666666666667,37.51806526780169
2020-02-18 11:00:00,2020-02-19 22:00:00,long,268.05,264.83,61.003774770231715,-238.0158660490369,-0.014555709767051816,1.4583333333333333,41.583711288889106
2020-02-19 22:00:00,2020-02-21 17:00:00,short,264.83,265.98,50.97609787410792,-119.62984299229629,-0.008861469851281207,1.7916666666666667,61.007330437070436
2020-02-21 17:00:00,2020-02-21 23:00:00,long,265.98,265.62,91.86352688433503,-113.50181926361364,-0.004645267476057724,0.25,80.43094958525177
2020-02-21 23:00:00,2020-02-23 04:00:00,short,265.62,266.79,101.6489722159476,-213.81977228528618,-0.00791925082538097,1.2083333333333333,94.89047479262588
2020-02-23 04:00:00,2020-02-24 18:00:00,long,266.79,262.23,101.2031935229956,-554.5459223031839,-0.020538737863080886,1.5833333333333333,93.05935983832376
2020-02-24 18:00:00,2020-02-25 00:00:00,short,262.23,263.91,85.4184826650216,-208.12177055388437,-0.009291445512193937,0.25,64.61871967664752
2020-02-25 01:00:00,2020-03-02 14:00:00,short,262.1,228.45,94.69898116007496,3123.478227723037,0.1258421575212349,6.541666666666667,63.14248831348878
2020-03-02 14:00:00,2020-03-03 17:00:00,long,228.45,223.27,89.81008721474969,-543.1240642788962,-0.026471756848907877,1.125,77.90781250649479
2020-03-03 17:00:00,2020-03-04 01:00:00,short,223.27,227.59,92.75497965625821,-456.44384285095845,-0.022040413913686552,0.3333333333333333,55.742330735923595
2020-03-04 05:00:00,2020-03-04 11:00:00,long,226.81,223.67,102.23097374761535,-387.0418704477677,-0.016692187475893294,0.25,66.03661288025395
2020-03-04 11:00:00,2020-03-05 00:00:00,short,223.67,227.24,120.71355121384182,-500.4156842735449,-0.018533914232353517,0.5416666666666666,69.46830644012698
