entry_time,exit_time,side,entry_price,exit_price,size,pnl,return,holding_days,fees
2020-01-05 09:00:00,2020-01-08 17:00:00,long,135.2,138.84,131.72727193740835,445.1924959534806,0.0249974349013012,3.3333333333333335,34.2947738986877
2020-01-08 17:00:00,2020-01-09 02:00:00,short,138.84,140.29,17.907303370786515,-46.469414336984094,-0.018690563835891037,0.375,20.503824449343853
2020-01-09 03:00:00,2020-01-10 16:00:00,short,139.75,141.17,23.77565687927325,-50.66914592229748,-0.015249627759822745,1.5416666666666667,16.907713153729766
2020-01-10 16:00:00,2020-01-11 15:00:00,long,141.17,143.29,86.00305908359958,157.48220868174374,0.012971051488504685,0.9583333333333334,24.84427657548775
2020-01-11 17:00:00,2020-01-12 06:00:00,long,146.58,144.45,23.088693222535444,-55.27072973860769,-0.01633131395824822,0.5416666666666666,6.091813174606641
2020-01-12 08:00:00,2020-01-13 16:00:00,long,144.88,143.25,25.26410131009695,-47.768958531510236,-0.013050690226394225,1.3333333333333333,6.588473396052323
2020-01-13 21:00:00,2020-01-16 17:00:00,long,144.15,162.89,32.57112702980281,601.931690208081,0.1282034686090876,2.8333333333333335,8.451230330422936
2020-01-16 18:00:00,2020-01-18 12:00:00,long,163.48,170.84,18.560376067389715,131.14271735289418,0.0432207976510889,1.75,5.461650503094367
2020-01-18 14:00:00,2020-01-19 12:00:00,long,177.0,165.33,14.046610169491526,-175.85794067796593,-0.07073220338983044,0.9166666666666666,11.934000000000001
2020-01-19 12:00:00,2020-01-21 09:00:00,short,165.33,166.51,50.127018689892935,-76.30500705407258,-0.00920724067017467,1.875,17.155125
2020-01-21 13:00:00,2020-01-21 22:00:00,short,168.77,169.12,34.88979533705624,-22.810459734232452,-0.0038738282870178003,0.375,10.599031366262968
2020-01-21 23:00:00,2020-01-22 07:00:00,long,169.09,169.16,75.64123441607533,-17.727430980220763,-0.0013860192796735869,0.3333333333333333,23.02231738934552
2020-01-23 02:00:00,2020-01-26 11:00:00,short,165.22,162.88,97.7751889226676,199.71599199419686,0.012362934269458923,3.375,29.07795008484565
2020-01-26 12:00:00,2020-02-01 16:00:00,long,163.33,182.87,119.390191636564,2297.7843445784597,0.11783509459376716,6.166666666666667,35.1
2020-02-01 17:00:00,2020-02-04 00:00:00,long,182.85,190.77,19.130177261494005,145.2146886689573,0.04151419196062355,2.2916666666666665,6.296315242075521
2020-02-04 05:00:00,2020-02-04 13:00:00,long,187.79,185.84,22.658697421957374,-65.24780837586967,-0.015334108316575595,0.3333333333333333,21.063348403053045
2020-02-04 13:00:00,2020-02-04 21:00:00,short,185.84,187.4,80.14187941292491,-155.6593213603218,-0.01045144677013814,0.3333333333333333,30.637989476158776
2020-02-05 00:00:00,2020-02-09 00:00:00,long,189.05,226.61,26.17025344318715,974.0492437819272,0.19687759851891035,4.0,8.905475544182154
2020-02-09 01:00:00,2020-02-10 06:00:00,long,226.28,223.05,13.67058681161507,-59.912765352402886,-0.0193680562750955,1.2083333333333333,15.756769950886351
2020-02-10 06:00:00,2020-02-10 15:00:00,short,223.05,223.65,50.75436628642449,-53.61403263755001,-0.004735903420477043,0.375,23.161412865695603
